Industry Clean,Mapped,count,Industry Ref
Computer & Network Security,true,1,Defense Contractor Cybersecurity
Defense/tech,,1,Defense/tech
Deft,,1,Deft
dementia care,,1,dementia care
Dental Appliances,,1,Dental Appliances
Dental care,,1,Dental care
Dental Field,,1,Dental Field
Dental industry,,1,Dental industry
Medical Devices,true,1,Dental Industry/Medical Manufacturing
Manufacturing,true,1,Dental Manufacturing
Medical Devices,true,1,Dental Medical Devices
Dental supplies,,1,Dental supplies
Department of Defense - contractor,,1,Department of Defense - contractor
Museums and Institutions,true,1,Department of defense/museums
Dept of Defense,,1,Dept of Defense
Design,true,1,Design Agency
Design,true,1,Design and advertising
Design,true,1,Design and marketing
Design,true,1,Design Build
Design,true,1,Design Consulting
Design,true,1,Design in a sales/marketing dept. in a big corporate company
Design,true,1,Design Wholesale
Design,true,1,"Design, Content Marketing"
Design,true,1,"Design, Web & Digital Marketing"
Design,true,1,Design/Advertising
Design,true,1,DESIGN/COMMUNICATION
Design,true,1,Design/Engineering
Design,true,1,Design/Marketing/Advertising
Desktop application development,,1,Desktop application development
Construction,true,1,Development / Construction
Development and Donor Relations,,1,Development and Donor Relations
Development cooperation,,1,Development cooperation
Development cooperation agency,,1,Development cooperation agency
Automotive,true,1,Diesel Fuel Injection Repair (specialty auto)
Dietary Supplements,,1,Dietary Supplements
Digital accessibility,,1,Digital accessibility
Entertainment,true,1,Digital Advertising/Entertainment
Digital Community Management,,1,Digital Community Management
Digital information,,1,Digital information
Digital Intelligence,,1,Digital Intelligence
Marketing and Advertising,,1,Digital Marketing - B2B
Marketing and Advertising,,1,Digital Marketing Agency
Primary & Secondary Education,true,1,Digital marketing in an education company
Marketing and Advertising,,1,Digital marketing sales
Marketing and Advertising,,1,Digital Marketing/Advertising
Media Production,true,1,Digital Media Production
Publishing,true,1,Digital Media/Publishing
Digital Msidia,,1,Digital Msidia
Computer & Network Security,true,1,Digital Security
Digital services,,1,Digital services
Digital Signage,,1,Digital Signage
Digital solutions/web,,1,Digital solutions/web
digital technology and advertising,,1,digital technology and advertising
Retail,true,1,Direct to consumer retail
Disability Services,,1,Disability Services
Disability support,,1,Disability support
Disease diagnostics- research,,1,Disease diagnostics- research
Distillery,,1,Distillery
Distribution and storage,,1,Distribution and storage
Distribution services,,1,Distribution services
Wholesale,true,1,Distribution/Wholesale
DIstrict Attorneys Office,,1,DIstrict Attorneys Office
Diversity & Inclusion,,1,Diversity & Inclusion
Primary & Secondary Education,true,1,Diversity and Inclusion - higher education/student affairs
DME,,1,DME
Document Shredding,,1,Document Shredding
Motion Pictures and Film,true,1,documentary filmmaking
Computer Software,true,1,DoD Contractor/Software Development
DoD Dept of the Navy,,1,DoD Dept of the Navy
DOD Federal,,1,DOD Federal
Dog care,,1,Dog care
Domestic,,1,Domestic
Staffing and Recruiting,true,1,Domestic staffing
Non-Profit Organization Management,true,1,Domestic violence nonprofit
Drafting & Engineering,,1,Drafting & Engineering
Design,true,1,Drafting and Design
drinks,,1,drinks
Non-Profit Organization Management,true,1,Drug & Alcohol Nonprofit
Drug Rehabilitation,,1,Drug Rehabilitation
Drug testing,,1,Drug testing
Dry Cleaning,,1,Dry Cleaning
Apparel & Fashion,true,1,DTC E-commerce apparel brand
DTC genomics,,1,DTC genomics
Consumer Goods,true,1,Durable Goods
E-Commerce Marketing,,1,E-Commerce Marketing
E-commerce SaaS,,1,E-commerce SaaS
Retail,true,1,e-Commerce/Retail/Marketing
Primary & Secondary Education,true,1,Early childhood education/child care
early intervention pediatric therapy,,1,early intervention pediatric therapy
Oil & Energy,true,1,Earth moving (oil and gas
Computer Software,true,1,eClinical Software
Ecomerce,,1,Ecomerce
Motion Pictures and Film,true,1,EComm & Video and Film
Retail,true,1,Ecommerce/Retail
Econometrics,,1,Econometrics
Ed,,1,Ed
ed tech startup,,1,ed tech startup
Publishing,true,1,Editing/ education publishing + education events management
editorial,,1,editorial
Media,true,1,Editorial/Media
edivatiom3,,1,edivatiom3
Primary & Secondary Education,true,1,Education - Boarding School
Primary & Secondary Education,true,1,Education - Central Government
Information Technology and Services,true,1,Education - IT - Design
Primary & Secondary Education,true,1,Education - K12 Information Technology
Primary & Secondary Education,true,1,Education - Missions
Primary & Secondary Education,true,1,Education - Private School
Primary & Secondary Education,true,1,Education - Staff
Higher Education,true,1,Education (Community College)
Primary & Secondary Education,true,1,Education (private sector)
Primary & Secondary Education,true,1,education (public school district)
Higher Education,true,1,Education (Public University)
Primary & Secondary Education,true,1,"Education (public, Canada)"
Primary & Secondary Education,true,1,Education (school-based)
Professional Training & Coaching,true,1,Education / Corporate training
Hospital & Health Care,true,1,Education / Healthcare nonprofit
Primary & Secondary Education,true,1,Education / K-12 School District
Primary & Secondary Education,true,1,Education / Research and Consulting
Primary & Secondary Education,true,1,Education & Logistics
Primary & Secondary Education,true,1,Education Advancement
Primary & Secondary Education,true,1,Education and the arts
Primary & Secondary Education,true,1,Education Auxiliary Programs
Primary & Secondary Education,true,1,Education Communications
Primary & Secondary Education,true,1,Education consulting
Primary & Secondary Education,true,1,Education ESL
Higher Education,true,1,Education for Higher Education
Higher Education,true,1,Education Institution
Information Technology and Services,true,1,"Education K-12, IT"
Education Management,true,1,Education Management (Tutoring Company)
Education Management,true,1,Education Management Consulting
Primary & Secondary Education,true,1,Education marketing (International He)
Primary & Secondary Education,true,1,Education policy/research
Primary & Secondary Education,true,1,Education reform
Primary & Secondary Education,true,1,education services
Primary & Secondary Education,true,1,Education system
Primary & Secondary Education,true,1,education tech
Primary & Secondary Education,true,1,Education Technology / Non-Profit
Education Management,true,1,Education-Administrative
Primary & Secondary Education,true,1,Education-school business
Primary & Secondary Education,true,1,"Education,  public schools"
Higher Education,true,1,Education: Higher Ed
Primary & Secondary Education,true,1,Education/ Human services
Primary & Secondary Education,true,1,education/ psychology
Research,true,1,Education/Academia
Higher Education,true,1,Education/College
Primary & Secondary Education,true,1,Education/Government
Primary & Secondary Education,true,1,Education/Library
Primary & Secondary Education,true,1,Education/mentoring
Primary & Secondary Education,true,1,Education/Recreation
Primary & Secondary Education,true,1,Education/Religion
Primary & Secondary Education,true,1,education/retired
Primary & Secondary Education,true,1,Education/Science
Primary & Secondary Education,true,1,education/social services
Primary & Secondary Education,true,1,education/social work
Primary & Secondary Education,true,1,Education/Summer camp
Primary & Secondary Education,true,1,Educational Asessment
Primary & Secondary Education,true,1,Educational Development
Primary & Secondary Education,true,1,Educational Entertainment
Information Technology and Services,true,1,Educational IT
Primary & Secondary Education,true,1,Educational Products
Publishing,true,1,Educational Publishing (textbooks)
Publishing,true,1,Educational Publishing/Technology
Primary & Secondary Education,true,1,Educational Special Services
Primary & Secondary Education,true,1,educational tech
Primary & Secondary Education,true,1,edution
EHS,,1,EHS
Eldercare,,1,Elder Care
Eldercare,,1,Eldercare
Elderly Home Care,,1,Elderly Home Care
Oil & Energy,true,1,Electical Energy
electonic distribution,,1,electonic distribution
Utilities,true,1,electric metering/utilities
Computer Software,true,1,Electric utility software
Electrical Engineering,,1,Electrical Engineering
Electrical Engineering & Consulting,,1,Electrical Engineering & Consulting
Electrical power distribution,,1,Electrical power distribution
ELECTRICAL SUPPLIES,,1,ELECTRICAL SUPPLIES
Utilities,true,1,Electrical Utilities
Consumer Electronics,true,1,Electrical/electronic manufacturing
Industrial Automation,true,1,Electrical/Industrial
Consumer Electronics,true,1,Electron Microscopy
Consumer Electronics,true,1,Electronic Components
Automotive,true,1,Electronic Design Automation
Consumer Electronics,true,1,Electronic product
Consumer Electronics,true,1,Electronic Restoration
Consumer Electronics,true,1,Electronics engineering
Consumer Electronics,true,1,Electronics Manufacturing - Aerospace
Consumer Electronics,true,1,Electronics Sales
Electroplating,,1,Electroplating
Primary & Secondary Education,true,1,Elementary Education
Elevator,,1,Elevator
email marketer,,1,email marketer
Email marketing,,1,Email marketing
Media,true,1,"Embassy, Digital Media"
Design,true,1,embedded circuit design
Consumer Electronics,true,1,Embedded Electronic System
Emergency dispatch (911/police/fire/ems),,1,Emergency dispatch (911/police/fire/ems)
Hospital & Health Care,true,1,Emergency Health Services
Emergency management,,1,Emergency management
Emergency Manager,,1,Emergency Manager
Medical Practice,true,1,Emergency medical services
Emergency Medicine,,1,Emergency Medicine
Emergency Response,,1,Emergency Response
Emergency Services,,1,Emergency Services
Employment agency,,1,Employment agency
Employment Development,,1,Employment Development
Employment Screening,,1,Employment Screening
employment services,,1,employment services
Energu,,1,Energu
Non-Profit Organization Management,true,1,Energy - non-profit utility cooperative
Non-Profit Organization Management,true,1,Energy (nonprofit)
Oil & Energy,true,1,Energy (Oil and Gas)
Oil & Energy,true,1,energy / utilities
Oil & Energy,true,1,Energy & Resources
Oil & Energy,true,1,Energy and utilities
Oil & Energy,true,1,Energy Economics
Oil & Energy,true,1,Energy Efficiency Consulting
Oil & Energy,true,1,Energy Industry
Oil & Energy,true,1,Energy journalism/analysis
Oil & Energy,true,1,Energy Sector
Oil & Energy,true,1,Energy Storage
Oil & Energy,true,1,Energy/Consulting
Environmental Services,true,1,energy/environment
Oil & Energy,true,1,Energy/Oil & Gas
Oil & Energy,true,1,Energy/Tech
Engineer Consulting,,1,Engineer Consulting
Plastics,true,1,Engineered thermoplastics
Engineering Consultant,,1,Engineering - consulting structural
Engineering - public sector,,1,Engineering - public sector
Defense & Space,true,1,Engineering (Defense & Aerospace)
Architecture & Planning,true,1,Engineering / Architecture / Building Design
Construction,true,1,Engineering and Construction Management
Engineering and Higher Ed,,1,Engineering and Higher Ed
Engineering marketing,,1,Engineering marketing
Building Materials,true,1,Engineering of Buildings
Architecture & Planning,true,1,Engineering-Architecture
Engineering/ science/ research,,1,Engineering/ science/ research
Design,true,1,Engineering/Commercial buildng design
Construction,true,1,Engineering/Construction Consulting
Engineering Consultant,,1,Engineering/constuction
Engineering/defense,,1,Engineering/defense
Government Administration,true,1,Engineering/Federal Government
Transportation/Trucking/Railroad,true,1,Engineering/Planning (Transportation)
Telecommunications,true,1,Engineering/Telecommunications
Engines,,1,Engines
Computer Software,true,1,Enterprise B2B software
Computer Software,true,1,Enterprise cloud software
Enterprise Computing,,1,Enterprise Computing
Computer Software,true,1,Enterprise Software Development
Entertainment,true,1,Entertainment  marketing
Entertainment,true,1,Entertainment - Nightclub
Entertainment,true,1,Entertainment (movie studio)
Entertainment,true,1,Entertainment (Music Business)
Entertainment,true,1,Entertainment (television production)
Computer Games,true,1,Entertainment (videogames)
Entertainment,true,1,Entertainment / Television
Entertainment,true,1,Entertainment & Hospitality
Entertainment,true,1,Entertainment Industry/Hollywood
Entertainment,true,1,Entertainment Legal
Entertainment,true,1,Entertainment production
Entertainment,true,1,"Entertainment, Post Production"
Computer Games,true,1,Entertainment/games
Computer Games,true,1,Entertainment/Games/Animation
Entertainment,true,1,Entertainment/Hospitality
Entertainment,true,1,Entertainment/Media/Marketing
Entertainment,true,1,Entertainment/Sports
Env. Consulting,,1,Env. Consulting
Environmental Services,true,1,Environment and conservation
Environmental Services,true,1,Environmental co6
Environmental Services,true,1,Environmental Compliance
Environmental Services,true,1,Environmental Compliance - Government
Environmental Services,true,1,Environmental Conservation
